Term,Section,Former,Title,Credits,Instructional Method,Location,Start Date,End Date,Meeting Days,Start Time,End Time,Instructor(s),Seats Remaining,GERS,Purpose,Prequisites,Notes,Sort,Courses ID
Spring 2018 - Day,BIO-340-01,BIO-40,Ecology,4,LEC,PYR 129,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Gregory Paul Lewis,14,NE,undergraduate day,BIO-222,,1,2714
Spring 2018 - Day,BIO-340-01,BIO-40,Ecology,4,LAB,PYR 129,01/08/18,04/24/18,W,02:30PM,05:20PM,Dr. Gregory Paul Lewis,14,NE,undergraduate day,BIO-222,,2,2714
Spring 2018 - Day,BIO-340-01,BIO-40,Ecology,4,EXAM,PYR 129,04/28/18,04/28/18,S,12:00PM,02:30PM,,14,NE,undergraduate day,BIO-222,,3,2714
Spring 2018 - Day,BIO-341-01,,Tropical Ecology,2,LEC, ,01/08/18,04/24/18,,,,Dr. John E. Quinn,14,,undergraduate day,"BIO-101, BIO-102 or BIO-111",,1,2715
Spring 2018 - Day,BIO-450-01,BIO-56,Microanatomy,4,LEC,PYR 028,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Vicky Turgeon,18,,undergraduate day,BIO-222,,1,2730
Spring 2018 - Day,BIO-450-01,BIO-56,Microanatomy,4,LAB,PYR 025,01/08/18,04/24/18,R,02:30PM,05:20PM,Dr. Vicky Turgeon,18,,undergraduate day,BIO-222,,2,2730
Spring 2018 - Day,BIO-450-01,BIO-56,Microanatomy,4,EXAM,PYR 028,05/01/18,05/01/18,T,12:00PM,02:30PM,,18,,undergraduate day,BIO-222,,3,2730
Spring 2018 - Day,BIO-470-01,BIO-59,Immunology,4,LEC,PYR 026,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Jason Rawlings,18,,undergraduate day,BIO-221 and BIO-222.,,1,2732
Spring 2018 - Day,BIO-470-01,BIO-59,Immunology,4,LAB,TNS 175,01/08/18,04/24/18,W,02:30PM,05:20PM,Dr. Jason Rawlings,18,,undergraduate day,BIO-221 and BIO-222.,,2,2732
Spring 2018 - Day,BIO-470-01,BIO-59,Immunology,4,EXAM,PYR 026,04/30/18,04/30/18,M,08:30AM,11:00AM,,18,,undergraduate day,BIO-221 and BIO-222.,,3,2732
Spring 2018 - Day,BIO-475-01,BIO-60,Nutrition,4,LEC,PYR 143,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Laura Thompson,14,,undergraduate day,BIO-222,,1,2733
Spring 2018 - Day,BIO-475-01,BIO-60,Nutrition,4,LAB,PYR 144,01/08/18,04/24/18,R,02:30PM,05:20PM,Dr. Laura Thompson,14,,undergraduate day,BIO-222,,2,2733
Spring 2018 - Day,BIO-475-01,BIO-60,Nutrition,4,EXAM,PYR 143,05/01/18,05/01/18,T,12:00PM,02:30PM,,14,,undergraduate day,BIO-222,,3,2733
Spring 2018 - Day,BUS-150-01,,Perspectives on Business,4,LEC,HIP 107,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Marianne Pierce,25,,undergraduate day,,,1,4827
Spring 2018 - Day,BUS-150-01,,Perspectives on Business,4,EXAM,HIP 107,04/26/18,04/26/18,R,12:00PM,02:30PM,,25,,undergraduate day,,,2,4827
Spring 2018 - Day,BUS-150-02,,Perspectives on Business,4,LEC,HIP 107,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Marianne Pierce,25,,undergraduate day,,,1,4827
Spring 2018 - Day,BUS-150-02,,Perspectives on Business,4,EXAM,HIP 107,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,,undergraduate day,,,2,4827
Spring 2018 - Day,BUS-230-01,,Pblm Slv & Decis Mkg for Mgmt,4,LEC,HIP 202,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Staff Staff,25,,undergraduate day,ECN-111,,1,2742
Spring 2018 - Day,BUS-230-01,,Pblm Slv & Decis Mkg for Mgmt,4,EXAM,HIP 202,04/30/18,04/30/18,M,12:00PM,02:30PM,,25,,undergraduate day,ECN-111,,2,2742
Spring 2018 - Day,BUS-320-01,BA-37,Marketing Principles,4,LEC,HIP 102,01/08/18,04/24/18,T,02:30PM,05:00PM,Dr. Robert Underwood,25,,undergraduate day,ECN-111,,1,2747
Spring 2018 - Day,BUS-320-01,BA-37,Marketing Principles,4,EXAM,HIP 102,04/27/18,04/27/18,F,03:30PM,06:00PM,,25,,undergraduate day,ECN-111,,2,2747
Spring 2018 - Day,BUS-340-01,BA-51,Intro to Finance & Markets,4,LEC,HIP 204,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Jonathan F. Handy,25,,undergraduate day,"ACC-111, ECN-111, or 225, MTH-141 or 150",,1,2750
Spring 2018 - Day,BUS-340-01,BA-51,Intro to Finance & Markets,4,EXAM,HIP 204,05/01/18,05/01/18,T,12:00PM,02:30PM,,25,,undergraduate day,"ACC-111, ECN-111, or 225, MTH-141 or 150",,2,2750
Spring 2018 - Day,BUS-350-01,BA-35,Business Law,4,LEC,HIP 209,01/08/18,04/24/18,TR,08:30AM,09:48AM,"Mr. Stuart G. Anderson, Jr.",25,,undergraduate day,,,1,2751
Spring 2018 - Day,BUS-350-01,BA-35,Business Law,4,EXAM,HIP 209,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,,undergraduate day,,,2,2751
Spring 2018 - Day,BUS-360-01,,Performance Management,4,LEC,HIP 204,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Jeanine P. Stratton,25,HB,undergraduate day,,,1,5291
Spring 2018 - Day,BUS-360-01,,Performance Management,4,EXAM,HIP 204,05/01/18,05/01/18,T,08:30AM,11:00AM,,25,HB,undergraduate day,,,2,5291
Spring 2018 - Day,BUS-382-01,,Business Ethics,4,LEC,HIP 107,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Virginia W. Gerde,25,,undergraduate day,,,1,5610
Spring 2018 - Day,BUS-382-01,,Business Ethics,4,EXAM,HIP 107,05/01/18,05/01/18,T,12:00PM,02:30PM,,25,,undergraduate day,,,2,5610
Spring 2018 - Day,BUS-421-01,,International Marketing,4,LEC,HIP 104,01/08/18,04/24/18,TR,01:00PM,02:15PM,Dr. Robert Underwood,25,,undergraduate day,BUS-320 or 321,,1,2755
Spring 2018 - Day,BUS-421-01,,International Marketing,4,EXAM,HIP 104,05/01/18,05/01/18,T,12:00PM,02:30PM,,25,,undergraduate day,BUS-320 or 321,,2,2755
Spring 2018 - Day,BUS-423-01,,Consumer Behavior,4,LEC,HIP 204,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Jeanine P. Stratton,25,,undergraduate day,BUS-320 or 321,,1,5311
Spring 2018 - Day,BUS-423-01,,Consumer Behavior,4,EXAM,HIP 204,04/26/18,04/26/18,R,12:00PM,02:30PM,,25,,undergraduate day,BUS-320 or 321,,2,5311
Spring 2018 - Day,BUS-440-01,BA-55,Investments Management,4,LEC,HIP 102,01/08/18,04/24/18,TR,11:30AM,12:45PM,Team-Taught,25,,undergraduate day,"ECN-111, ECN-225 and BUS-340",,1,
Spring 2018 - Day,BUS-440-01,BA-55,Investments Management,4,EXAM,HIP 102,04/26/18,04/26/18,R,12:00PM,02:30PM,Mr. Kristopher N. Kapoor ,25,,undergraduate day,"ECN-111, ECN-225 and BUS-340",,2,
Spring 2018 - Day,BUS-440-01,BA-55,Investments Management,4,,,,,,,,Mr. Robert J. Kenney,25,,undergraduate day,"ECN-111, ECN-225 and BUS-340",,1,
Spring 2018 - Day,BUS-442-01,BA-53,Financial Institutions,4,LEC,HIP 106,01/08/18,04/24/18,MWF,10:30AM,11:20AM,"Dr. Thomas I. Smythe, Jr.",25,,undergraduate day,ECN-111,,1,2760
Spring 2018 - Day,BUS-442-01,BA-53,Financial Institutions,4,EXAM,HIP 106,04/28/18,04/28/18,S,08:30AM,11:00AM,,25,,undergraduate day,ECN-111,,2,2760
Spring 2018 - Day,BUS-450-01,BA-76,Strategic Management,4,SEM,HIP 204,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Virginia W. Gerde,25,,undergraduate day,"ACC-301, BUS-321, 331, and 341",,1,2761
Spring 2018 - Day,BUS-450-01,BA-76,Strategic Management,4,EXAM,HIP 204,04/26/18,04/26/18,R,08:30AM,11:00AM,,25,,undergraduate day,"ACC-301, BUS-321, 331, and 341",,2,2761
Spring 2018 - Day,BUS-480-01,,Equity Valuation,4,LEC,HIP 102,01/08/18,04/24/18,W,02:30PM,05:00PM,"Dr. Thomas I. Smythe, Jr.",25,,undergraduate day,,,1,5608
Spring 2018 - Day,BUS-480-01,,Equity Valuation,4,EXAM,HIP 102,04/26/18,04/26/18,R,03:30PM,06:00PM,,25,,undergraduate day,,,2,5608
Spring 2018 - Day,CHM-075-01,CHM-75,Seminar in Chemistry,0,SEM,PYR 249,01/08/18,04/24/18,TR,08:30AM,09:45AM,Dr. Nicholas J. Kuklinski,12,,undergraduate day,,,1,
Spring 2018 - Day,CHM-075-01,CHM-75,Seminar in Chemistry,0,,,,,,,,Dr. Karen L. Buchmueller,12,,undergraduate day,,,1,
Spring 2018 - Day,CHM-075-01,CHM-75,Seminar in Chemistry,0,,,,,,,,Dr. Anita Nag,12,,undergraduate day,,,1,
Spring 2018 - Day,CHM-075-01,CHM-75,Seminar in Chemistry,0,,,,,,,,Dr. Jeff Petty,12,,undergraduate day,,,1,
Spring 2018 - Day,CHM-075-01,CHM-75,Seminar in Chemistry,0,,,,,,,,Dr. Paul S. Wagenknecht,12,,undergraduate day,,,1,
Spring 2018 - Day,CHM-101-01,CHM-18,Chemistry & Global Awareness,4,LEC,PYR 028,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Ms. Elizabeth R. Gordon,28,NE NW,undergraduate day,,,1,2766
Spring 2018 - Day,CHM-101-01,CHM-18,Chemistry & Global Awareness,4,EXAM,PYR 028,04/28/18,04/28/18,S,08:30AM,11:00AM,,28,NE NW,undergraduate day,,,2,2766
Spring 2018 - Day,CHM-101-02,CHM-18,Chemistry & Global Awareness,4,LEC,PYR 028,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Ms. Elizabeth R. Gordon,28,NE NW,undergraduate day,,,1,2766
Spring 2018 - Day,CHM-101-02,CHM-18,Chemistry & Global Awareness,4,EXAM,PYR 028,04/28/18,04/28/18,S,12:00PM,02:30PM,,28,NE NW,undergraduate day,,,2,2766
Spring 2018 - Day,CHM-101-03,CHM-18,Chemistry & Global Awareness,4,LEC,PYR 031,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Staff Staff,28,NE NW,undergraduate day,,,1,2766
Spring 2018 - Day,CHM-101-03,CHM-18,Chemistry & Global Awareness,4,EXAM,PYR 031,04/30/18,04/30/18,M,08:30AM,11:00AM,,28,NE NW,undergraduate day,,,2,2766
Spring 2018 - Day,CHM-101-04,CHM-18,Chemistry & Global Awareness,4,LEC,PYR 031,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Staff Staff,28,NE NW,undergraduate day,,,1,2766
Spring 2018 - Day,CHM-101-04,CHM-18,Chemistry & Global Awareness,4,EXAM,PYR 031,04/30/18,04/30/18,M,12:00PM,02:30PM,,28,NE NW,undergraduate day,,,2,2766
Spring 2018 - Day,CHM-110-01,CHM-11,Foundations of Chemistry,4,LEC,PYR 231,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Karen L. Buchmueller,26,NWL,undergraduate day,,,1,2767
Spring 2018 - Day,CHM-110-01,CHM-11,Foundations of Chemistry,4,ADD,PYR 231,01/08/18,04/24/18,R,02:30PM,04:30PM,Dr. Karen L. Buchmueller,26,NWL,undergraduate day,,,2,2767
Spring 2018 - Day,CHM-110-01,CHM-11,Foundations of Chemistry,4,LAB, ,01/08/18,04/24/18,,,,,26,NWL,undergraduate day,,,3,2767
Spring 2018 - Day,CHM-110-01,CHM-11,Foundations of Chemistry,4,EXAM,PYR 231,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,NWL,undergraduate day,,,4,2767
Spring 2018 - Day,CHM-110-02,CHM-11,Foundations of Chemistry,4,LEC,RLY 106,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Lon Knight,26,NWL,undergraduate day,,,1,2767
Spring 2018 - Day,CHM-110-02,CHM-11,Foundations of Chemistry,4,ADD,RLY 106,01/08/18,04/24/18,M,02:30PM,04:30PM,Dr. Lon Knight,26,NWL,undergraduate day,,,2,2767
Spring 2018 - Day,CHM-110-02,CHM-11,Foundations of Chemistry,4,LAB, ,01/08/18,04/24/18,,,,,26,NWL,undergraduate day,,,3,2767
Spring 2018 - Day,CHM-110-02,CHM-11,Foundations of Chemistry,4,EXAM,RLY 106,04/30/18,04/30/18,M,12:00PM,02:30PM,,26,NWL,undergraduate day,,,4,2767
Spring 2018 - Day,CHM-110-03,CHM-11,Foundations of Chemistry,4,LEC,RLY 106,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Staff Staff,26,NWL,undergraduate day,,,1,2767
Spring 2018 - Day,CHM-110-03,CHM-11,Foundations of Chemistry,4,ADD,PYR 126,01/08/18,04/24/18,R,02:30PM,04:30PM,Staff Staff,26,NWL,undergraduate day,,,2,2767
Spring 2018 - Day,CHM-110-03,CHM-11,Foundations of Chemistry,4,LAB, ,01/08/18,04/24/18,,,,,26,NWL,undergraduate day,,,3,2767
Spring 2018 - Day,CHM-110-03,CHM-11,Foundations of Chemistry,4,EXAM,RLY 106,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,NWL,undergraduate day,,,4,2767
Spring 2018 - Day,CHM-110-04,CHM-11,Foundations of Chemistry,4,LEC,RLY 106,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Staff Staff,26,NWL,undergraduate day,,,1,2767
Spring 2018 - Day,CHM-110-04,CHM-11,Foundations of Chemistry,4,ADD,PYR 126,01/08/18,04/24/18,R,02:30PM,04:30PM,Staff Staff,26,NWL,undergraduate day,,,2,2767
Spring 2018 - Day,CHM-110-04,CHM-11,Foundations of Chemistry,4,LAB, ,01/08/18,04/24/18,,,,,26,NWL,undergraduate day,,,3,2767
Spring 2018 - Day,CHM-110-04,CHM-11,Foundations of Chemistry,4,EXAM,RLY 106,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,NWL,undergraduate day,,,4,2767
Spring 2018 - Day,CHM-115-01,,"Kntcs, Thrmodynmcs, & Environ",4,LEC,PYR 231,01/08/18,04/24/18,MWF,08:30AM,09:20AM,Staff Staff,26,NE NWL,undergraduate day,CHM-110,,1,4850
Spring 2018 - Day,CHM-115-01,,"Kntcs, Thrmodynmcs, & Environ",4,ADD,PYR 231,01/08/18,04/24/18,T,02:30PM,04:30PM,Staff Staff,26,NE NWL,undergraduate day,CHM-110,,2,4850
Spring 2018 - Day,CHM-115-01,,"Kntcs, Thrmodynmcs, & Environ",4,LAB, ,01/08/18,04/24/18,,,,,26,NE NWL,undergraduate day,CHM-110,,3,4850
Spring 2018 - Day,CHM-115-01,,"Kntcs, Thrmodynmcs, & Environ",4,EXAM,PYR 231,04/27/18,04/27/18,F,08:30AM,11:00AM,,26,NE NWL,undergraduate day,CHM-110,,4,4850
Spring 2018 - Day,CHM-115-02,,"Kntcs, Thrmodynmcs, & Environ",4,LEC,PYR 028,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Marion R. Martin,26,NE NWL,undergraduate day,CHM-110,,1,4850
Spring 2018 - Day,CHM-115-02,,"Kntcs, Thrmodynmcs, & Environ",4,ADD,PYR 028,01/08/18,04/24/18,W,02:30PM,04:30PM,Dr. Marion R. Martin,26,NE NWL,undergraduate day,CHM-110,,2,4850
Spring 2018 - Day,CHM-115-02,,"Kntcs, Thrmodynmcs, & Environ",4,LAB, ,01/08/18,04/24/18,,,,,26,NE NWL,undergraduate day,CHM-110,,3,4850
Spring 2018 - Day,CHM-115-02,,"Kntcs, Thrmodynmcs, & Environ",4,EXAM,PYR 028,04/30/18,04/30/18,M,08:30AM,11:00AM,,26,NE NWL,undergraduate day,CHM-110,,4,4850
Spring 2018 - Day,CHM-115-03,,"Kntcs, Thrmodynmcs, & Environ",4,LEC,PYR 031,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Sandra K. Wheeler,26,NE NWL,undergraduate day,CHM-110,,1,4850
Spring 2018 - Day,CHM-115-03,,"Kntcs, Thrmodynmcs, & Environ",4,ADD,PYR 126,01/08/18,04/24/18,W,02:30PM,04:30PM,Dr. Sandra K. Wheeler,26,NE NWL,undergraduate day,CHM-110,,2,4850
Spring 2018 - Day,CHM-115-03,,"Kntcs, Thrmodynmcs, & Environ",4,LAB, ,01/08/18,04/24/18,,,,,26,NE NWL,undergraduate day,CHM-110,,3,4850
Spring 2018 - Day,CHM-115-03,,"Kntcs, Thrmodynmcs, & Environ",4,EXAM,PYR 031,04/28/18,04/28/18,S,08:30AM,11:00AM,,26,NE NWL,undergraduate day,CHM-110,,4,4850
Spring 2018 - Day,CHM-115-04,,"Kntcs, Thrmodynmcs, & Environ",4,LEC,PYR 031,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Sandra K. Wheeler,26,NE NWL,undergraduate day,CHM-110,,1,4850
Spring 2018 - Day,CHM-115-04,,"Kntcs, Thrmodynmcs, & Environ",4,ADD,PYR 126,01/08/18,04/24/18,W,02:30PM,04:30PM,Dr. Sandra K. Wheeler,26,NE NWL,undergraduate day,CHM-110,,2,4850
Spring 2018 - Day,CHM-115-04,,"Kntcs, Thrmodynmcs, & Environ",4,LAB, ,01/08/18,04/24/18,,,,,26,NE NWL,undergraduate day,CHM-110,,3,4850
Spring 2018 - Day,CHM-115-04,,"Kntcs, Thrmodynmcs, & Environ",4,EXAM,PYR 031,04/28/18,04/28/18,S,12:00PM,02:30PM,,26,NE NWL,undergraduate day,CHM-110,,4,4850
Spring 2018 - Day,CHM-120-01,CHM-21,Organic Chemistry,4,LEC,PYR 231,01/08/18,04/24/18,MTWRF,10:30AM,11:20AM,Dr. Brian C. Goess,26,NWL,undergraduate day,CHM-115,,1,2768
Spring 2018 - Day,CHM-120-01,CHM-21,Organic Chemistry,4,EXAM,PYR 231,04/28/18,04/28/18,S,08:30AM,11:00AM,Dr. Brian C. Goess,26,NWL,undergraduate day,CHM-115,,2,2768
Spring 2018 - Day,CHM-120-02,CHM-21,Organic Chemistry,4,LEC,PYR 231,01/08/18,04/24/18,MTWRF,11:30AM,12:20PM,Dr. Brian C. Goess,26,NWL,undergraduate day,CHM-115,,1,2768
Spring 2018 - Day,CHM-120-02,CHM-21,Organic Chemistry,4,EXAM,PYR 231,04/28/18,04/28/18,S,12:00PM,02:30PM,Dr. Brian C. Goess,26,NWL,undergraduate day,CHM-115,,2,2768
Spring 2018 - Day,CHM-220-01,,Bio-Organic Chemistry,4,LEC,PYR 030,01/08/18,04/24/18,MWF,10:30AM,11:20AM,Dr. Anita Nag,28,,undergraduate day,CHM-120,,1,2770
Spring 2018 - Day,CHM-220-01,,Bio-Organic Chemistry,4,EXAM,PYR 030,04/28/18,04/28/18,S,08:30AM,11:00AM,Dr. Anita Nag,28,,undergraduate day,CHM-120,,2,2770
Spring 2018 - Day,CHM-220-02,,Bio-Organic Chemistry,4,LEC,PYR 030,01/08/18,04/28/18,MWF,11:30AM,12:20PM,Dr. Anita Nag,28,,undergraduate day,CHM-120,,1,2770
Spring 2018 - Day,CHM-220-02,,Bio-Organic Chemistry,4,EXAM,PYR 030,04/28/18,04/28/18,S,12:00PM,02:30PM,,28,,undergraduate day,CHM-120,,2,2770
Spring 2018 - Day,CHM-230-01,,Inorganic Chemistry,4,LEC,PYR 231,01/08/18,04/24/18,MTRF,01:00PM,02:20PM,Staff Staff,28,,undergraduate day,CHM-120,,1,2771
Spring 2018 - Day,CHM-230-01,,Inorganic Chemistry,4,EXAM,PYR 231,04/27/18,04/27/18,F,12:00PM,02:30PM,Staff Staff,28,,undergraduate day,CHM-120,,2,2771
Spring 2018 - Day,CHM-240-01,CHM-23,Experimental Techniques,4,LEC,PYR 231,01/08/18,04/24/18,MTRF,01:00PM,02:20PM,Dr. Paul S. Wagenknecht,15,,undergraduate day,CHM-120,,1,2772
Spring 2018 - Day,CHM-240-01,CHM-23,Experimental Techniques,4,EXAM,PYR 231,04/27/18,04/27/18,F,12:00PM,02:30PM,Dr. Paul S. Wagenknecht,15,,undergraduate day,CHM-120,,2,2772
Spring 2018 - Day,CHM-240-02,CHM-23,Experimental Techniques,4,LEC,PYR 231,01/08/18,04/24/18,MTRF,01:00PM,02:20PM,Dr. Greg Springsteen,15,,undergraduate day,CHM-120,,1,2772
Spring 2018 - Day,CHM-240-02,CHM-23,Experimental Techniques,4,EXAM,PYR 231,04/27/18,04/27/18,F,12:00PM,02:30PM,Dr. Greg Springsteen,15,,undergraduate day,CHM-120,,2,2772
Spring 2018 - Day,CHM-330-01,CHM-33,Analytical Chemistry,4,LEC,PYR 249,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Dr. Nicholas J. Kuklinski,24,,undergraduate day,CHM-310,,1,4298
Spring 2018 - Day,CHM-330-01,CHM-33,Analytical Chemistry,4,ADD,PYR 249,01/08/18,04/24/18,R,02:30PM,04:30PM,Dr. Nicholas J. Kuklinski,24,,undergraduate day,CHM-310,,2,4298
Spring 2018 - Day,CHM-330-01,CHM-33,Analytical Chemistry,4,LAB, ,01/08/18,04/24/18,,,,,24,,undergraduate day,CHM-310,,3,4298
Spring 2018 - Day,CHM-330-01,CHM-33,Analytical Chemistry,4,EXAM,PYR 249,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,,undergraduate day,CHM-310,,4,4298
Spring 2018 - Day,CHM-340-01,CHM-34,Physical Chemistry II,4,LEC,PYR 249,01/08/18,04/24/18,TR,10:00AM,11:15AM,Dr. Jeff Petty,18,,undergraduate day,"CHM-310, MTH-160 and PHY-112",,1,2775
Spring 2018 - Day,CHM-340-01,CHM-34,Physical Chemistry II,4,ADD,PYR 249,01/08/18,04/24/18,T,02:30PM,04:30PM,Dr. Jeff Petty,18,,undergraduate day,"CHM-310, MTH-160 and PHY-112",,2,2775
Spring 2018 - Day,CHM-340-01,CHM-34,Physical Chemistry II,4,LAB, ,01/08/18,04/24/18,,,,,18,,undergraduate day,"CHM-310, MTH-160 and PHY-112",,3,2775
Spring 2018 - Day,CHM-340-01,CHM-34,Physical Chemistry II,4,EXAM,PYR 249,05/01/18,05/01/18,T,08:30AM,11:00AM,,18,,undergraduate day,"CHM-310, MTH-160 and PHY-112",,4,2775
Spring 2018 - Day,CHM-445-01,,Advncd Tpcs in Physical Chem,2,LEC,PYR 249,01/08/18,03/02/18,TR,01:00PM,02:15PM,Dr. Jeff Petty,26,,undergraduate day,CHM-310,meetings conclude March 2,1,5508
Spring 2018 - Day,CHM-445B-01,,Advncd Tpcs in Physical Chem,2,LEC,PYR 249,03/12/18,04/24/18,TR,01:00PM,02:15PM,Dr. Marion R. Martin,12,,undergraduate day,,meetings begin March 12,1,5915
Spring 2018 - Day,CHM-445B-01,,Advncd Tpcs in Physical Chem,2,EXAM,PYR 249,05/01/18,05/01/18,T,12:00PM,02:30PM,,12,,undergraduate day,,meetings begin March 12,2,5915
Spring 2018 - Day,CHM-465-01,CHM-44,Advanced Biological Chemistry,4,LEC,PYR 249,01/08/18,04/24/18,MWF,11:30AM,12:20PM,Dr. Karen L. Buchmueller,12,,undergraduate day,CHM-460,,1,2782
Spring 2018 - Day,CHM-465-01,CHM-44,Advanced Biological Chemistry,4,LAB,PYR 249,01/08/18,04/24/18,W,02:30PM,05:30PM,Dr. Karen L. Buchmueller,12,,undergraduate day,CHM-460,,2,2782
Spring 2018 - Day,CHM-465-01,CHM-44,Advanced Biological Chemistry,4,EXAM,PYR 249,04/28/18,04/28/18,S,12:00PM,02:30PM,,12,,undergraduate day,CHM-460,,3,2782
Spring 2018 - Day,CHN-120-01,CHN-12,Elementary Chinese II,4,LEC,FUR 107,01/08/18,04/24/18,MTWRF,10:30AM,11:20AM,Dr. Dongming Zhang,24,,undergraduate day,CHN-110,,1,2795
Spring 2018 - Day,CHN-120-01,CHN-12,Elementary Chinese II,4,EXAM,FUR 107,04/28/18,04/28/18,S,08:30AM,11:00AM,,24,,undergraduate day,CHN-110,,2,2795
Spring 2018 - Day,CHN-120-02,CHN-12,Elementary Chinese II,4,LEC,FUR 109,01/08/18,04/24/18,MTWRF,08:30AM,09:20AM,Dr. Dongming Zhang,24,,undergraduate day,CHN-110,,1,2795
Spring 2018 - Day,CHN-120-02,CHN-12,Elementary Chinese II,4,EXAM,FUR 109,04/27/18,04/27/18,F,08:30AM,11:00AM,,24,,undergraduate day,CHN-110,,2,2795
Spring 2018 - Day,CHN-202-01,CHN-22,Intermediate Chinese II,4,LEC,FUR 126,01/08/18,04/24/18,MTRF,11:30AM,12:20PM,Dr. Harry H. Kuoshu,24,FL,undergraduate day,CHN-201,,1,2797
Spring 2018 - Day,CHN-202-01,CHN-22,Intermediate Chinese II,4,EXAM,FUR 126,04/28/18,04/28/18,S,12:00PM,02:30PM,,24,FL,undergraduate day,CHN-201,,2,2797
Spring 2018 - Day,CHN-225-01,MLL-A32,Chinese Film,4,LEC,FUR 108,01/08/18,04/24/18,T,12:00PM,02:30PM,Dr. Harry H. Kuoshu,24,VP WC,undergraduate day,,,1,2799
Spring 2018 - Day,CHN-225-01,MLL-A32,Chinese Film,4,ADD, ,01/08/18,04/24/18,T,02:30PM,04:00PM,,24,VP WC,undergraduate day,,,2,2799
Spring 2018 - Day,CHN-225-01,MLL-A32,Chinese Film,4,EXAM,FUR 108,05/01/18,05/01/18,T,12:00PM,02:30PM,,24,VP WC,undergraduate day,,,3,2799
Spring 2018 - Day,CHN-245-01,MLL-A36,Twentieth Century Chinese Lit,4,LEC,FUR 109,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Dr. Dongming Zhang,24,TA WC,undergraduate day,,,1,2802
Spring 2018 - Day,CHN-245-01,MLL-A36,Twentieth Century Chinese Lit,4,EXAM,FUR 109,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,TA WC,undergraduate day,,,2,2802
Spring 2018 - Day,CHN-302-01,,Intermediate Chinese IV,4,LEC,FUR 118,01/08/18,04/24/18,MWF,09:30AM,10:20AM,Staff Staff,24,,undergraduate day,CHN-301,,1,2805
Spring 2018 - Day,CHN-302-01,,Intermediate Chinese IV,4,EXAM,FUR 118,04/30/18,04/30/18,M,08:30AM,11:00AM,,24,,undergraduate day,CHN-301,,2,2805
Spring 2018 - Day,CHN-402-01,,Advanced Chinese II,4,LEC,FUR 204,01/08/18,04/24/18,MWF,01:30PM,02:20PM,Staff Staff,24,,undergraduate day,CHN-401,,1,2808
Spring 2018 - Day,CHN-402-01,,Advanced Chinese II,4,EXAM,FUR 204,04/30/18,04/30/18,M,12:00PM,02:30PM,,24,,undergraduate day,CHN-401,,2,2808
Spring 2018 - Day,CHN-470-01,,Chinese Studies Thesis,4,SEM, ,01/08/18,04/24/18,,,,Dr. Tami Blumenfield,15,,undergraduate day,,,1,5271
Spring 2018 - Day,CLS-120-01,CL-31,Mythology,4,LEC,FUR 128,01/08/18,04/24/18,TR,11:30AM,12:45PM,Dr. Anne Leen,30,TA,undergraduate day,,,1,2816
Spring 2018 - Day,CLS-120-01,CL-31,Mythology,4,EXAM,FUR 128,04/26/18,04/26/18,R,12:00PM,02:30PM,,30,TA,undergraduate day,,,2,2816
Spring 2018 - Day,CLS-220-01,CL-40,Greek Civilization,4,LEC,FUR 126,01/08/18,04/24/18,TR,01:00PM,02:15PM,Staff Staff,28,HA,undergraduate day,,,1,2821
Spring 2018 - Day,CLS-220-01,CL-40,Greek Civilization,4,EXAM,FUR 126,05/01/18,05/01/18,T,12:00PM,02:30PM,,28,HA,undergraduate day,,,2,2821
